gene_id	bp_length	symbol
7702	2947	ZNF143
7704	5151	ZBTB16
7705	3856	ZNF146
7706	5805	TRIM25
7707	9660	ZNF148
7709	4155	ZBTB17
771	3975	CA12
7710	3222	ZNF154
7711	2821	ZNF155
7712	1695	ZNF157
7716	4651	VEZF1
7718	2377	ZNF165
7727	2881	ZNF174
7728	3785	ZNF175
773	8733	CACNA1A
7730	2742	ZNF177
7732	3509	RNF112
7733	4586	ZNF180
7737	1297	RNF113A
7738	3641	ZNF184
7739	4785	ZNF185
774	9796	CACNA1B
7741	3262	ZSCAN26
7743	3452	ZNF189
7745	7565	ZKSCAN8
7746	1835	ZSCAN9
7748	3703	ZNF195
775	17749	CACNA1C
7750	13334	ZMYM2
7752	3658	ZNF200
7753	4079	ZNF202
7754	4190	ZNF204P
7755	2328	ZNF205
7756	5625	ZNF207
7757	9798	ZNF208
776	8259	CACNA1D
7760	6029	ZNF213
7761	2731	ZNF214
7762	4160	ZNF215
7763	6267	ZFAND5
7764	5862	ZNF217
7766	2414	ZNF223
7767	2483	ZNF224
7768	2946	ZNF225
7769	5576	ZNF226
777	16428	CACNA1E
7770	3135	ZNF227
7771	3972	ZNF112
7772	5474	ZNF229
7773	4132	ZNF230
7775	2611	ZNF232
7776	8532	ZNF236
7779	2018	SLC30A1
778	6110	CACNA1F
7780	2473	SLC30A2
7781	3240	SLC30A3
7782	4284	SLC30A4
7783	2704	ZP2
7784	2451	ZP3
7786	3640	MAP3K12
7789	5204	ZXDA
779	6168	CACNA1S
7791	2446	ZYX
7798	9443	LUZP1
7799	9639	PRDM2
7802	2649	DNALI1
7803	5630	PTP4A1
7804	9870	LRP8
7805	2240	LAPTM5
780776	4944	TVP23A
780851	217	SNORD3A
780853	217	SNORD3C
780854	217	SNORD3D
7809	1370	BSND
781	4174	CACNA2D1
7812	4317	CSDE1
7813	7673	EVI5
7818	2217	DAP3
782	6401	CACNB1
7827	1871	NPHS2
783	6351	CACNB2
7832	2711	BTG2
7837	7488	PXDN
784	3976	CACNB3
7840	13633	ALMS1
7841	3505	MOGS
7844	7520	RNF103
7846	2476	TUBA1A
7849	4625	PAX8
785	13048	CACNB4
7850	1699	IL1R2
7851	3061	MALL
7852	2214	CXCR4
7855	6564	FZD5
7857	2572	SCG2
786	1318	CACNG1
7862	4728	BRPF1
7866	2387	IFRD2
7867	3166	MAPKAPK3
7869	3888	SEMA3B
7871	6889	SLMAP
7873	939	MANF
7874	5907	USP7
7879	2232	RAB7A
788	1953	SLC25A20
7881	5437	KCNAB1
7884	1766	SLBP
78986	1646	DUSP26
78987	2890	CRELD1
78988	2655	MRPL57
78989	2396	COLEC11
78991	4343	PCYOX1L
78992	1578	YIPF2
78994	2523	PRR14
78995	2725	C17orf53
78996	4577	C7orf49
78997	4026	GDAP1L1
78998	2013	RHPN1-AS1
78999	2528	LRFN4
790	7108	CAD
79000	2408	AUNIP
79001	1080	VKORC1
79002	910	C19orf43
79003	2846	MIS12
79004	1224	CUEDC2
79005	2579	SCNM1
79006	1092	METRN
79007	2843	DBNDD1
79008	2340	SLX1B
79009	3356	DDX50
79012	3402	CAMKV
79015	4291	LINC01260
79016	4077	DDA1
79017	1590	GGCT
79018	4232	GID4
79019	2059	CENPM
79020	2732	C7orf25
79022	1588	TMEM106C
79023	1715	NUP37
79024	1214	SMIM2
79025	1111	C20orf195
79026	19265	AHNAK
79027	7687	ZNF655
79029	2609	SPATA5L1
7903	7354	ST8SIA4
79031	1075	PDCL3
79033	1743	ERI3
79034	1913	C7orf26
79035	1512	NABP2
79036	2141	KXD1
79037	1590	PVRIG
79038	2696	ZFYVE21
79039	4381	DDX54
79041	1625	TMEM38A
79047	5224	KCTD15
79048	3725	SECISBP2
7905	3742	REEP5
79050	1632	NOC4L
79053	1838	ALG8
79054	6217	TRPM8
79056	5538	PRRG4
79057	1662	PRRG3
79058	2354	ASPSCR1
79064	937	TMEM223
79065	5077	ATG9A
79066	5920	METTL16
79068	4333	FTO
79070	2250	KDELC1
79071	3392	ELOVL6
79072	2558	FASTKD3
79073	2388	TMEM109
79074	4371	C2orf49
79075	2269	DSCC1
79077	1120	DCTPP1
79078	1015	C1orf50
79080	2015	CCDC86
79081	1628	LBHD1
79083	5411	MLPH
79084	2408	WDR77
79085	3835	SLC25A23
79086	1730	SMIM7
79087	2373	ALG12
79088	2533	ZNF426
79089	2650	TMUB2
79090	811	TRAPPC6A
79091	1570	METTL22
79092	7730	CARD14
79094	1560	CHAC1
79095	1435	C9orf16
790952	3138	ESRG
790955	1950	UQCC3
79096	2528	C11orf49
79097	1445	TRIM48
79098	5502	C1orf116
79100	955	LINC00626
79101	1902	TAF1D
79102	2815	RNF26
79104	498	MEG8
79109	5420	MAPKAP1
791114	1859	PWRN1
791115	5128	PWRN2
7913	2871	DEK
79132	3082	DHX58
79133	2410	NDUFAF5
79134	5938	TMEM185B
79135	1129	APOO
79137	4614	FAM134A
79139	6949	DERL1
79140	1054	CCDC28B
79142	2182	PHF23
79144	777	PPDPF
79145	1730	CHCHD7
79147	3474	FKRP
79149	2963	ZSCAN5A
7915	5170	ALDH5A1
79152	2934	FA2H
79153	1326	GDPD3
79155	2039	TNIP2
79156	2029	PLEKHF1
79157	4046	MFSD11
79158	8004	GNPTAB
79159	3219	NOL12
79161	1043	TMEM243
79169	1470	C1orf35
79170	1517	PRR15L
79171	2157	RBM42
79172	4244	CENPO
79173	2513	C19orf57
79174	3147	CRELD2
79175	4266	ZNF343
79176	2555	FBXL15
79177	4528	ZNF576
79178	5018	THTPA
79180	2419	EFHD2
79183	6252	TTPAL
79184	2932	BRCC3
79187	3102	FSD1
79188	5094	TMEM43
79190	2600	IRX6
79191	2308	IRX3
79192	1858	IRX1
79228	1420	THOC6
79230	6001	ZNF557
79269	8015	DCAF10
79295	978	OR5H6
793	2759	CALB1
79310	945	OR5H2
79315	1287	OR7E91P
79317	972	OR4K5
79324	966	OR51G1
79334	1085	OR11H2
79339	933	OR51B4
79345	1055	OR51B2
79363	1560	RSG1
79364	5954	ZXDC
79365	3780	BHLHE41
79366	2126	HMGN5
79368	3521	FCRL2
79369	1504	B3GNT4
79370	2722	BCL2L14
794	1469	CALB2
79400	6278	NOX5
7941	2864	PLA2G7
79411	2710	GLB1L
79412	2342	KREMEN2
79413	2203	ZBED2
79414	2515	LRFN3
79415	5044	C17orf62
7942	5377	TFEB
79441	7036	HAUS3
79442	5281	LRRC2
79443	8578	FYCO1
79444	1492	BIRC7
79446	2351	WDR25
79447	3825	PAGR1
79465	1985	ULBP3
79469	1657	DLEU2L
79473	963	OR52N1
795	453	S100G
79501	918	OR4F5
79541	933	OR2A4
79544	1076	OR4K1
7955	5342	RNF217-AS1
79567	4840	FAM65A
79568	1511	C2orf47
7957	3637	EPM2A
79570	2922	NKAIN1
79571	4132	GCC1
79572	9183	ATP13A3
79573	3552	TTC13
79574	2528	EPS8L3
79575	2090	ABHD8
79576	2980	NKAP
79577	5939	CDC73
79581	2228	SLC52A2
79582	7637	SPAG16
79583	3132	TMEM231
79586	3176	CHPF
79587	2599	CARS2
79589	3411	RNF128
79590	927	MRPL24
79591	4290	C10orf76
79594	2458	MUL1
79595	4293	SAP130
79596	3752	RNF219
79598	6055	CEP97
796	2059	CALCA
79600	3864	TCTN1
79602	3987	ADIPOR2
79603	2049	CERS4
79605	3354	PGBD5
79607	2226	FAM118B
79608	6679	RIC3
79609	1974	VCPKMT
79611	3226	ACSS3
79612	4735	NAA16
79613	5578	TANGO6
79616	3835	CCNJL
79618	3944	HMBOX1
79621	2158	RNASEH2B
79622	1086	SNRNP25
79623	3805	GALNT14
79624	2603	ARMT1
79625	2871	NDNF
79626	1178	TNFAIP8L2
79627	1997	OGFRL1
79628	33174	SH3TC2
79629	1091	OCEL1
79630	574	C1orf54
79631	3685	EFL1
79632	4256	FAM184A
79633	16238	FAT4
79634	3718	SCRN3
79635	2844	CCDC121
79637	2473	ARMC7
79639	1912	TMEM53
79640	4975	C22orf46
79641	3406	ROGDI
79642	4759	ARSJ
79643	1664	CHMP6
79644	4081	SRD5A3
79645	5210	EFCAB1
79646	3387	PANK3
79647	2726	AKIRIN1
79648	5026	MCPH1
79649	6535	MAP7D3
7965	1219	AIMP2
79650	4858	USB1
79651	6072	RHBDF2
79652	1910	TMEM204
79654	4624	HECTD3
79656	1410	BEND5
79657	3687	RPAP3
79658	4284	ARHGAP10
79659	13699	DYNC2H1
79660	5859	PPP1R3B
79661	2530	NEIL1
79663	2699	HSPBAP1
79664	14676	ICE2
79665	3693	DHX40
79666	2965	PLEKHF2
79667	4017	KLF3-AS1
79668	7348	PARP8
79669	5621	C3orf52
79670	8407	ZCCHC6
79671	4357	NLRX1
79672	1954	FN3KRP
79673	4300	ZNF329
79674	5099	VEPH1
79675	3013	FASTKD1
79676	4341	OGFOD2
79677	6194	SMC6
79679	2947	VTCN1
79680	6846	C22orf29
79682	2550	CENPU
79683	3134	ZDHHC14
79684	3649	MSANTD2
79685	6269	SAP30L
79686	2825	LINC00341
79689	4572	STEAP4
79690	3369	GAL3ST4
79691	6622	QTRT2
79692	4892	ZNF322
79693	1836	YRDC
79694	5011	MANEA
79695	2735	GALNT12
79696	3986	ZC2HC1C
79697	2463	C14orf169
79698	2468	ZMAT4
79699	8296	ZYG11B
797	2608	CALCB
79701	4513	OGFOD3
79703	2326	C11orf80
79705	8076	LRRK1
79706	2181	PRKRIP1
79707	6744	NOL9
79709	3593	COLGALT1
79710	5893	MORC4
79711	5038	IPO4
79712	4825	GTDC1
79713	2050	IGFLR1
79714	1719	CCDC51
79716	5581	NPEPL1
79717	3112	PPCS
79718	6689	TBL1XR1
79719	3406	AAGAB
79720	2749	VPS37B
79722	2669	ANKRD55
79723	3340	SUV39H2
79724	3780	ZNF768
79725	4373	THAP9
79726	4409	WDR59
79727	4014	LIN28A
79728	4058	PALB2
79729	4252	SH3D21
79730	4204	NSUN7
79731	2519	NARS2
79733	3970	E2F8
79734	1947	KCTD17
79735	2664	TBC1D17
79736	2200	TEFM
79738	3583	BBS10
79739	4455	TTLL7
79740	3478	ZBBX
79741	8256	CCDC7
79742	6595	CXorf36
79744	2881	ZNF419
79745	5421	CLIP4
79746	1772	ECHDC3
79747	7044	ADGB
79748	3657	LMAN1L
7975	4321	MAFK
79750	2396	ZNF385D
79751	3786	SLC25A22
79752	2291	ZFAND1
79753	4605	SNIP1
79754	2812	ASB13
79755	3191	ZNF750
79758	2779	DHRS12
79759	3935	ZNF668
7976	13787	FZD3
79760	1659	GEMIN7
79762	2972	C1orf115
79763	1169	ISOC2
79767	2556	ELMO3
79768	4022	KATNBL1
79770	3689	TXNDC15
79772	4400	MCTP1
79774	3203	GRTP1
79776	14176	ZFHX4
79777	3094	ACBD4
79778	3099	MICALL2
7978	2784	MTERF1
79780	4560	CCDC82
79781	3410	IQCA1
79782	2546	LRRC31
79783	1773	SUGCT
79784	8630	MYH14
79785	1147	RERGL
79786	2169	KLHL36
79788	3291	ZNF665
79789	12750	CLMN
7979	1433	SHFM1
79791	6696	FBXO31
79794	2775	C12orf49
79796	7811	ALG9
79797	2539	ZNF408
79798	5044	ARMC5
7980	2444	TFPI2
79800	8098	CARF
79801	3232	SHCBP1
79802	2574	HHIPL2
79803	2672	HPS6
79804	6623	HAND2-AS1
79805	7554	VASH2
79807	5792	GSTCD
79809	6538	TTC21B
79810	3387	PTCD2
79811	5584	SLTM
79812	4179	MMRN2
79813	6383	EHMT1
79814	3154	AGMAT
79815	2650	NIPAL2
79816	2017	TLE6
79817	6525	MOB3B
79818	2530	ZNF552
79819	4598	WDR78
7982	4111	ST7
79822	9283	ARHGAP28
79823	2249	CAMKMT
79825	2691	EFCC1
79827	2630	CLMP
79828	8679	METTL8
79829	3597	NAA40
79830	8203	ZMYM1
79831	3464	KDM8
79832	9960	QSER1
79833	1209	GEMIN6
79834	15120	PEAK1
79836	4041	LONRF3
79837	3219	PIP4K2C
79838	6228	TMC5
79839	4882	CCDC102B
7984	6018	ARHGEF5
79840	3648	NHEJ1
79841	3880	AGBL2
79842	2974	ZBTB3
79843	2594	FAM124B
79844	5993	ZDHHC11
79845	1872	RNF122
79846	4282	CFAP69
79847	3528	MFSD13A
79848	6798	CSPP1
79849	3224	PDZD3
79850	2150	FAM57A
79852	1938	EPHX3
79853	2294	TM4SF20
79854	1317	LINC00115
79856	5373	SNX22
79858	4753	NEK11
79861	1798	TUBAL3
79862	1980	ZNF669
79863	6409	RBFA
79864	3864	C11orf63
79865	3823	TREML2
79866	3189	BORA
79867	2912	TCTN2
79868	7005	ALG13
79869	4209	CPSF7
79870	3113	BAALC
79871	3174	RPAP2
79872	4505	CBLL1
79873	2280	NUDT18
79874	2867	RABEP2
79875	14793	THSD4
79876	3565	UBA5
79877	2723	DCAKD
79879	1275	CCDC134
7988	2810	ZNF212
79882	5029	ZC3H14
79883	3664	PODNL1
79884	7751	MAP9
79885	3408	HDAC11
79886	2969	CAAP1
79887	1932	PLBD1
79890	6364	RIN3
79891	2472	ZNF671
79892	4962	MCMBP
79894	2936	ZNF672
79895	8788	ATP8B4
79896	3772	THNSL1
79898	2439	ZNF613
79899	4214	PRR5L
799	4036	CALCR
79901	4402	CYBRD1
79902	3282	NUP85
79903	3289	NAA60
79905	5334	TMC7
79906	3602	MORN1
79908	2414	BTNL8
7991	3884	TUSC3
79912	4124	PYROXD1
79913	2479	ACTR5
79915	6307	ATAD5
79917	3657	MAGIX
79918	4765	SETD6
79919	2691	C2orf54
79921	1345	TCEAL4
79923	2098	NANOG
79924	4273	ADM2
79925	10782	SPEF2
79927	1524	FAM110D
79929	2138	MAP6D1
7993	1631	UBXN8
79930	3719	DOK3
79931	3059	TNIP3
79932	7754	KIAA0319L
79933	5086	SYNPO2L
79934	4576	ADCK4
79935	1913	CNTD2
79937	7065	CNTNAP3
79939	6397	SLC35E1
7994	10029	KAT6A
79940	2933	LINC00472
79943	4684	ZNF696
79944	6254	L2HGDH
79946	1469	C10orf95
79947	3351	DHDDS
79948	2735	PLPPR3
79949	4406	PLEKHS1
79953	2523	SYNDIG1
79954	3923	NOL10
79955	5071	PDZD7
79956	6206	ERMP1
79957	2400	PAQR6
79958	3562	DENND1C
79959	3532	CEP76
79960	8817	JADE1
79961	3539	DENND2D
79962	2289	DNAJC22
79963	2679	ABCA11P
79966	4554	SCD5
79968	4027	WDR76
79970	3791	ZNF767P
79971	3333	WLS
79973	2825	ZNF442
79974	6139	CPED1
79977	6050	GRHL2
79979	3703	TRMT2B
79980	2748	DSN1
79981	3443	FRMD1
79982	12396	DNAJB14
79983	4033	POF1B
79986	2997	ZNF702P
79987	15270	SVEP1
79989	4989	TTC26
79990	4673	PLEKHH3
79991	6494	OBFC1
79992	1851	AGPAT4-IT1
79993	4228	ELOVL7
79998	2120	ANKRD53
800	8023	CALD1
8000	1284	PSCA
80000	6743	GREB1L
80003	11026	PCNX2
80004	4065	ESRP2
80005	11085	DOCK5
80006	4341	TRAPPC13
80007	3087	C10orf88
80008	1859	TMEM156
8001	3674	GLRA3
80010	3577	RMI1
80011	3056	FAM192A
80012	17155	PHC3
80013	2375	FAM188A
80014	9343	WWC2
80017	4430	C14orf159
80018	6149	NAA25
80019	1557	UBTD1
80020	5416	FOXRED2
80021	2768	TMEM62
80022	14780	MYO15B
80023	2386	NRSN2
80024	4187	SLC8B1
80025	2631	PANK2
80028	9264	FBXL18
80031	7265	SEMA6D
80032	1634	ZNF556
80034	12040	CSRNP3
80035	3281	ANP32A-IT1
80036	11569	TRPM3
80039	2281	FAM106A
80045	3330	GPR157
80054	2201	CEBPA-AS1
80055	12149	PGAP1
80059	4816	LRRTM4
80063	3708	ATF7IP2
80067	5862	DCAF17
80070	6851	ADAMTS20
80071	3895	CCDC15
80072	2676	HEXA-AS1
80086	1678	TUBA4B
80094	1839	BIN3-IT1
80095	6417	ZNF606
80097	933	MZT2B
80099	2903	C7orf69
801	4577	CALM1
80108	2614	ZFP2
80110	5286	ZNF614
80111	1667	C3orf36
80114	3447	BICC1
80115	2145	BAIAP2L2
80117	1288	ARL14
80119	3528	PIF1
80122	5638	MAP3K19
80124	8176	VCPIP1
80125	4080	CCDC33
80127	3665	BBOF1
80128	4751	TRIM46
80129	5283	CCDC170
8013	6311	NR4A3
80131	3745	LRRC8E
80133	3700	MROH9
80135	1975	RPF1
80139	2174	ZNF703
80142	2424	PTGES2
80143	5553	SIKE1
80144	17886	FRAS1
80145	1278	THOC7
80146	4102	UXS1
80148	2696	PQLC1
80149	3052	ZC3H12A
80150	3870	ASRGL1
80152	3313	CENPT
80153	4069	EDC3
80155	5554	NAA15
80157	2614	CWH43
80162	3635	ATHL1
80164	4518	PRR36
80167	2966	ABHD18
80168	2606	MOGAT2
80169	7072	CTC1
80173	2772	IFT74
80174	7011	DBF4B
80176	3153	SPSB1
80177	3043	MYCT1
80178	2273	C16orf59
80183	6375	KIAA0226L
80184	9397	CEP290
80185	3806	TTI2
8019	6109	BRD3
80194	1778	TMEM134
80195	2865	TMEM254
80196	2920	RNF34
80198	2788	MUS81
80199	2073	FUZ
80201	3831	HKDC1
80204	4894	FBXO11
80205	12704	CHD9
80206	7986	FHOD3
80207	9677	OPA3
80208	8526	SPG11
80209	5169	PROSER1
8021	8569	NUP214
80210	5084	ARMC9
80213	3010	TM2D3
80215	1496	RUNX1-IT1
80216	8629	ALPK1
80217	7167	CFAP43
80218	6349	NAA50
80219	2053	COQ10B
8022	3280	LHX3
80221	2424	ACSF2
80222	2789	TARS2
80223	12624	RAB11FIP1
80224	3403	NUBPL
80227	1718	PAAF1
80228	10811	ORAI2
80230	3861	RUFY1
80231	1927	CXorf21
80232	9650	WDR26
80233	4669	FAAP100
80235	2739	PIGZ
80237	3141	ELL3
80243	5572	PREX2
80254	8280	CEP63
80255	5735	SLC35F5
80256	5999	FAM214B
80258	3252	EFHC2
80262	5106	C16orf70
80263	3581	TRIM45
80264	3919	ZNF430
80267	7462	EDEM3
8027	3880	STAM
80270	2378	HSD3B7
80271	3386	ITPKC
80273	2680	GRPEL1
80274	5220	SCUBE1
80279	3117	CDK5RAP3
8028	6457	MLLT10
8029	12066	CUBN
80298	3441	MTERF2
8030	5826	CCDC6
80301	3721	PLEKHO2
80303	2161	EFHD1
80304	3894	C2orf44
80305	2316	TRABD
80306	1636	MED28
80308	4024	FLAD1
80309	6913	SPHKAP
8031	4082	NCOA4
80310	3993	PDGFD
80311	6276	KLHL15
80312	9672	TET1
80313	9966	LRRC27
80314	5061	EPC1
80315	10541	CPEB4
80316	870	PPP1R2P9
80317	4842	ZKSCAN3
80318	2062	GKAP1
80319	5654	CXXC4
80320	4026	SP6
80321	3301	CEP70
80323	4206	CCDC68
80324	2742	PUS1
80325	2257	ABTB1
80326	2375	WNT10A
80328	1346	ULBP2
80329	3143	ULBP1
80331	6246	DNAJC5
80332	5667	ADAM33
80333	3361	KCNIP4
80335	5412	WDR82
80336	3870	PABPC1L
80339	3018	PNPLA3
8034	2428	SLC25A16
80341	1920	BPIFB2
80342	3081	TRAF3IP3
80343	2671	SEL1L2
80344	4472	DCAF11
80345	1907	ZSCAN16
80346	2002	REEP4
80347	3465	COASY
80349	3119	WDR61
80350	2502	LPAL2
80351	6274	TNKS2
8036	4132	SHOC2
8038	8937	ADAM12
80380	2422	PDCD1LG2
80381	4385	CD276
8048	1464	CSRP3
805	1302	CALM2
8050	2988	PDHX
8061	1668	FOSL1
8065	6387	CUL5
80700	1993	UBXN6
80704	3963	SLC19A3
80705	6408	TSGA10
80709	8780	AKNA
80712	1480	ESX1
80714	1898	PBX4
80723	2060	SLC35G2
80724	5371	ACAD10
80726	4443	KIAA1683
80727	5078	TTYH3
80728	5267	ARHGAP39
8073	3929	PTP4A2
80731	6441	THSD7B
8074	3018	FGF23
80745	2538	THUMPD2
80746	4623	TSEN2
80755	1595	AARSD1
80757	1519	TMEM121
80758	1563	PRR7
80759	2743	KHDC1
8076	2882	MFAP5
80760	7835	ITIH5
80762	3597	NDFIP1
80763	858	SPX
80764	1242	THAP7
80765	1316	STARD5
80772	2193	CPTP
80774	3589	LIMD2
80775	4461	TMEM177
80776	1031	B9D2
80777	6363	CYB5B
80778	3110	ZNF34
8078	3190	USP5
80781	6113	COL18A1
80789	3285	INTS5
8079	2258	MLF2
80790	6401	CMIP
808	2384	CALM3
80816	7724	ASXL3
80817	6552	CEP44
80818	4814	ZNF436
8082	4780	SSPN
80820	4687	EEPD1
80821	16634	DDHD1
80823	4281	BHLHB9
80824	6312	DUSP16
80829	5725	ZFP91
80830	10139	APOL6
80832	3951	APOL4
80833	4099	APOL3
80834	2521	TAS1R2
80835	2795	TAS1R1
8085	19419	KMT2D
80851	4366	SH3BP5L
80852	11703	GRIP2
80853	9272	KDM7A
80854	7598	SETD7
80856	6360	KIAA1715
8086	1837	AAAS
8087	9066	FXR1
8089	1385	YEATS4
80895	1916	ILKAP
80896	3166	NPL
8091	13898	HMGA2
8092	1293	ALX1
80975	2341	TMPRSS5
8099	2156	CDK2AP1
81	4144	ACTN4
810	1302	CALML3
8100	5794	IFT88
81027	3496	TUBB1
81029	2982	WNT5B
81030	2576	ZBP1
81031	4235	SLC2A10
81033	4212	KCNH6
81034	3228	SLC25A32
81035	3134	COLEC12
81050	930	OR5AC2
8106	4059	PABPN1
81061	981	OR11H1
81099	918	OR4F17
811	1911	CALR
8110	5132	DPF3
8111	3026	GPR68
81127	1047	OR4K15
8115	1620	TCL1A
81168	948	OR8J3
8120	4672	AP3B2
8123	3373	PWAR5
8125	2466	ANP32A
8128	5626	ST8SIA2
81282	945	OR51G2
81285	2785	OR51E2
813	6365	CALU
81300	939	OR4P4
81309	1113	OR4C15
8131	3500	NPRL3
81318	1071	OR4A5
81327	987	OR4A16
81328	1035	OR4A15
81341	1469	OR10W1
81343	770	OR10V2P
8139	4544	GAN
81392	972	OR2AE1
814	3100	CAMK4
8140	4543	SLC7A5
81442	954	OR6N2
81448	975	OR6K2
81466	939	OR2L5
81469	930	OR2G3
81470	954	OR2G2
81472	2742	OR2C3
81488	4493	POLR2M
81491	6088	GPR63
81492	2575	RSPH6A
81493	3493	SYNC
81494	2828	CFHR5
815	5315	CAMK2A
81501	1983	DCSTAMP
81502	5072	HM13
8153	4152	RND2
81532	1713	MOB2
81533	3072	ITFG1
81537	3309	SGPP1
81539	9974	SLC38A1
81542	4601	TMX1
81543	2505	LRRC3
81544	5355	GDPD5
81545	4424	FBXO38
81550	3460	TDRD3
81551	3026	STMN4
81552	3501	VOPP1
81553	4837	FAM49A
81554	3986	WBSCR16
81555	3453	YIPF5
81556	3270	VWA9
81558	2440	FAM117A
81559	4104	TRIM11
81562	2442	LMAN2L
81563	10308	C1orf21
81565	2433	NDEL1
81566	4702	CSRNP2
81567	3627	TXNDC5
81569	1861	ACTL8
81570	3403	CLPB
81571	5984	MIR600HG
81572	1373	PDRG1
81573	5667	ANKRD13C
81575	4825	APOLD1
81576	2004	CCDC130
81577	6816	GFOD2
81578	4657	COL21A1
81579	5235	PLA2G12A
816	5898	CAMK2B
81602	3660	CDADC1
81603	2744	TRIM8
81605	4410	URM1
81606	3916	LBH
81607	3537	NECTIN4
81608	5171	FIP1L1
81609	7238	SNX27
8161	2633	COIL
81610	6503	FAM83D
81611	3551	ANP32E
81614	3503	NIPA2
81615	2135	TMEM163
81616	2789	ACSBG2
81617	4176	CAB39L
81618	2286	ITM2C
81619	5579	TSPAN14
81620	2675	CDT1
81621	3492	KAZALD1
81622	2316	UNC93B1
81623	471	DEFB126
81624	5238	DIAPH3
81626	2490	SHCBP1L
81627	4521	TRMT1L
81628	2866	TSC22D4
81629	1315	TSSK3
81631	2377	MAP1LC3B
8165	4780	AKAP1
81669	5213	CCNL2
81671	2174	VMP1
81688	2473	C6orf62
81689	2002	ISCA1
81691	2888	LOC81691
81693	2346	AMN
81697	1212	OR2B2
81698	1497	LINC00597
817	6227	CAMK2D
8170	5122	SLC14A2
81704	11933	DOCK8
81706	2211	PPP1R14C
8174	1537	MADCAM1
8175	1650	SF3A2
8178	4209	ELL
81786	4830	TRIM7
81788	4040	NUAK2
81789	4547	TIGD6
81790	5880	RNF170
81792	5161	ADAMTS12
81793	3990	TLR10
81794	4516	ADAMTS10
81796	4319	SLCO5A1
818	5279	CAMK2G
81831	3692	NETO2
81832	8173	NETO1
81833	1499	SPACA1
81839	8769	VANGL1
81844	3619	TRIM56
81846	15129	SBF2
81847	2908	RNF146
81848	4992	SPRY4
81849	2032	ST6GALNAC5
81851	903	KRTAP1-1
81853	3132	TMEM14B
81854	1426	ZNF205-AS1
81855	3149	SFXN3
81856	4962	ZNF611
81857	3197	MED25
81858	1816	SHARPIN
8187	2508	ZNF239
81873	2751	ARPC5L
81875	2117	ISG20L2
81876	1955	RAB1B
81887	5426	LAS1L
81888	1375	HYI
81889	2744	FAHD1
8189	8157	SYMPK
81890	1334	QTRT1
81892	538	SLIRP
81893	615	SLC7A5P1
81894	2273	SLC25A28
819	2242	CAMLG
8190	670	MIA
8192	1151	CLPP
81926	1798	ABHD17A
81928	3785	CABLES2
81929	3505	SEH1L
8193	2750	DPF1
81930	3754	KIF18A
81931	3784	ZNF93
81932	1946	HDHD3
8195	3202	MKKS
820	745	CAMP
8200	2661	GDF5
8202	8026	NCOA3
8204	7742	NRIP1
8208	2279	CHAF1B
821	5127	CANX
8216	4949	LZTR1
8218	6204	CLTCL1
822	1903	CAPG
8220	5385	DGCR14
8224	3315	SYN3
8226	2447	PUDP
8228	2901	PNPLA4
823	3397	CAPN1
8233	1511	ZRSR2
8237	3598	USP11
8239	12401	USP9X
824	5373	CAPN2
8241	3433	RBM10
8242	6862	KDM5C
8243	10143	SMC1A
825	4480	CAPN3
826	1762	CAPNS1
8260	2102	NAA10
8266	2382	UBL4A
8269	1667	TMEM187
827	3595	CAPN6
8270	949	LAGE3
8273	2161	SLC10A3
8277	2899	TKTL1
828	1609	CAPS
8284	6032	KDM5D
8287	10055	USP9Y
8288	2717	EPX
8289	8996	ARID1A
829	2740	CAPZA1
8290	481	HIST3H3
8291	7765	DYSF
8292	3370	COLQ
8294	370	HIST1H4I
8295	12752	TRRAP
830	2549	CAPZA2
8301	4337	PICALM
8302	928	KLRC4
8303	3295	SNN
8309	2309	ACOX2
831	6445	CAST
8310	3005	ACOX3
8312	3898	AXIN1
8313	4937	AXIN2
8314	3770	BAP1
8315	4149	BRAP
8317	3415	CDC7
8318	2164	CDC45
832	2907	CAPZB
8320	3746	EOMES
8321	4350	FZD1
8322	7394	FZD4
8323	4063	FZD6
8324	3851	FZD7
8325	3186	FZD8
83259	11083	PCDH11Y
8326	2342	FZD9
8328	1995	GFI1B
8330	460	HIST1H2AK
8331	439	HIST1H2AJ
8332	470	HIST1H2AL
8334	546	HIST1H2AC
8335	477	HIST1H2AB
8336	487	HIST1H2AM
8337	534	HIST2H2AA3
8338	437	HIST2H2AC
8339	444	HIST1H2BG
83394	10182	PITPNM3
834	3189	CASP1
8340	453	HIST1H2BL
83401	1419	ELOVL3
8341	449	HIST1H2BN
83416	8597	FCRL5
83417	3459	FCRL4
8342	446	HIST1H2BM
8343	430	HIST1H2BF
83439	2918	TCF7L1
8344	435	HIST1H2BE
83440	3019	ADPGK
83442	1115	SH3BGRL3
83443	737	SF3B5
83444	1492	INO80B
83445	2969	GSG1
83446	1154	CCDC70
83447	1812	SLC25A31
83448	4421	PUS7L
83449	4491	PMFBP1
8345	425	HIST1H2BH
83450	2586	DRC3
83451	1754	ABHD11
83452	3868	RAB33B
8346	437	HIST1H2BI
83460	862	EMC6
83461	3275	CDCA3
83463	3247	MXD3
83464	4257	APH1B
83468	2263	GLT8D2
8347	438	HIST1H2BC
83473	4273	KATNAL2
83475	2060	DOHH
83478	6367	ARHGAP24
